home_energy_wh,outside_temp_C,vehicle_mpg,vehicle_weight,total_carbon_impact
40,9.633333333333328,17.5,2188.0,22.123934458447707
310,9.66666666666667,20.5,2370.0,128.7804864336995
390,9.7,12.0,2665.0,169.49940683895278
380,9.733333333333329,10.0,2905.0,174.17163041746628
370,9.76666666666667,22.0,5140.0,158.61377041608554
370,9.8,27.2,1925.0,140.14451139403502
90,9.83333333333333,34.2,2075.0,32.26641715791037
60,9.86666666666667,25.0,4657.0,24.19276778616451
50,9.9,15.0,2755.0,33.56761139325512
50,9.883333333333328,28.0,4098.0,27.739361544965814
50,9.86666666666667,15.5,1965.0,30.376126728739163
40,9.85,22.0,2150.0,29.293353267660308
50,9.83333333333333,35.0,3459.0,26.08108190524018
30,9.81666666666667,33.5,2665.0,17.42141504690899
20,9.8,20.0,2930.0,17.215441827058132
20,9.83333333333333,26.5,2587.0,10.694959115024469
30,9.86666666666667,33.8,1800.0,19.245360541807926
40,9.9,29.9,2545.0,22.83415477428866
50,9.93333333333333,20.5,2625.0,26.73770888083269
50,9.96666666666667,36.0,4376.0,31.80465229161044
40,10.0,25.1,2110.0,16.048461419985497
40,10.0166666666667,14.0,2246.0,32.30246057340067
40,10.0333333333333,14.0,3632.0,29.311393725900363
40,10.05,26.0,2300.0,24.985284915662547
40,10.0666666666667,34.0,4425.0,22.110984092572888
40,10.0833333333333,13.0,2800.0,25.95971981263032
20,10.1,26.0,1985.0,14.26708679758604
30,10.1,20.8,1980.0,20.95556419565828
20,10.1,23.6,2226.0,5.454268735829218
40,10.1,14.0,2490.0,13.795298505831212
40,10.1,13.0,2634.0,23.327344048834036
40,10.1,38.0,1985.0,22.35958799606903
40,10.1,22.0,2130.0,21.911374396685687
50,10.1,27.4,4354.0,14.836542423793345
50,10.1,18.0,2288.0,22.121332536506806
40,10.1,16.0,2189.0,18.69417136472459
40,10.1,31.0,2665.0,21.42238786371194
30,10.1,44.3,2110.0,13.587464468902358
20,10.1,38.0,2582.0,-3.1202769013856155
20,10.1333333333333,23.9,2202.0,20.95181790246302
20,10.1666666666667,32.0,2592.0,16.206554729835876
50,10.2,19.0,3190.0,26.660572820909767
50,10.2333333333333,13.0,2670.0,26.705782567398558
40,10.2666666666667,25.4,2100.0,17.043776466493235
40,10.3,17.5,2984.0,29.356471365258432
50,10.3,27.0,3221.0,27.27075471335174
40,10.3,17.5,2295.0,31.22720781377841
40,10.3,15.5,2910.0,19.91116122763802
40,10.3,32.3,2525.0,18.519034100045086
20,10.3,39.0,2634.0,13.884676104326491
60,10.3,22.0,3432.0,29.149184959162632
20,10.1833333333333,18.0,3210.0,16.989923478895964
40,10.0666666666667,26.4,3365.0,25.165118385569887
110,9.95,22.3,4382.0,39.22288589118293
310,9.83333333333333,40.8,2245.0,127.57700035263619
50,9.71666666666667,14.0,1990.0,11.980201115650054
60,9.6,28.4,2125.0,23.452798439225806
60,9.633333333333328,29.0,2587.0,28.56605918191939
60,9.66666666666667,16.5,2395.0,25.7538429844048
60,9.7,36.0,1990.0,33.565276077048864
60,9.733333333333329,25.1,2984.0,24.124433367669976
60,9.76666666666667,16.0,2020.0,25.08097572007677
50,9.8,14.0,2979.0,29.027851318892765
60,9.783333333333328,21.0,4735.0,40.02151799922379
40,9.76666666666667,38.0,3900.0,14.123135298585897
50,9.75,16.5,3302.0,33.332431057235624
390,9.733333333333329,27.0,2807.0,156.12149339193493
340,9.71666666666667,22.0,2160.0,127.89860674639222
40,9.7,19.0,3439.0,31.218291815934737
20,9.8,15.5,2665.0,12.935088349524069
20,9.9,14.0,2672.0,11.041067172609594
20,10.0,13.0,3169.0,25.013325715112607
30,10.1,25.0,2745.0,17.26879905510047
40,10.2,20.2,4096.0,24.71668496748263
50,10.3,10.0,2979.0,37.334466315395844
50,10.3833333333333,16.0,4135.0,29.554138703027448
40,10.4666666666667,16.0,2155.0,20.421643277542024
40,10.55,16.0,3735.0,31.46247822384846
40,10.6333333333333,30.0,2500.0,18.901401522589595
40,10.7166666666667,34.2,2124.0,16.855474613994907
40,10.8,10.0,2245.0,24.86473589588429
40,10.8666666666667,20.2,1995.0,20.174720641806097
30,10.9333333333333,16.0,2575.0,12.319129070126625
30,11.0,25.0,4100.0,22.78628334580347
30,11.0666666666667,17.6,1800.0,10.711898104852281
20,11.1333333333333,38.0,3777.0,18.351688987608412
40,11.2,26.6,2385.0,21.58925457255018
40,11.1833333333333,26.8,4668.0,29.54214783655752
40,11.1666666666667,17.7,2600.0,21.15125597759703
40,11.15,22.4,4382.0,22.618448755411936
50,11.1333333333333,25.1,2300.0,30.062193557573888
40,11.1166666666667,23.0,2904.0,19.848782856137607
60,11.1,31.9,2108.0,29.20448276910176
40,11.1333333333333,34.1,3221.0,14.235895905314312
30,11.1666666666667,26.0,1867.0,16.083040806765908
40,11.2,23.2,2408.0,20.984856062484123
40,11.2333333333333,27.0,2045.0,17.402553535061337
40,11.2666666666667,24.0,4135.0,12.106149695074947
30,11.3,17.0,3193.0,16.76762704635552
20,11.2666666666667,31.8,3570.0,16.146953027495204
30,11.2333333333333,28.1,4220.0,16.522209052458958
20,11.2,25.5,2740.0,8.165951294998845
50,11.1666666666667,13.0,3278.0,25.103325647296806
40,11.1333333333333,20.5,3620.0,26.443938646628805
30,11.1,11.0,3158.0,24.566318455246506
50,11.05,23.0,2830.0,27.181940298049128
40,11.0,23.0,1836.0,15.70828762336594
40,10.95,23.0,3880.0,36.288743844506286
50,10.9,20.6,2575.0,15.408694585339465
40,10.85,33.5,2125.0,7.200700921267506
40,10.8,26.0,2830.0,18.883566605301784
40,10.7,22.5,2720.0,12.79565326890534
40,10.6,18.0,1990.0,19.005960967934147
30,10.5,23.2,2150.0,17.09436728367594
30,10.4,22.3,2215.0,19.351259133756336
20,10.3,16.9,4274.0,17.530523285873258
30,10.2,27.0,2130.0,13.953748460103824
40,10.1666666666667,23.9,4699.0,18.104805855090714
40,10.1333333333333,16.0,2370.0,21.34380895777394
50,10.1,26.0,3121.0,22.189426863996772
40,10.0666666666667,28.0,4077.0,13.191705524150926
40,10.0333333333333,32.4,2110.0,18.38731533529036
40,10.0,15.0,1985.0,17.83492297377978
40,9.93333333333333,22.0,3353.0,29.056814008982933
50,9.86666666666667,22.0,2950.0,17.29292689413895
40,9.8,13.0,1915.0,18.499264310330865
30,9.733333333333329,14.0,2635.0,29.99666831908251
40,9.66666666666667,25.0,2434.0,12.74617639854812
30,9.6,18.0,2075.0,20.872002593076665
20,9.6,14.0,2370.0,20.370789413518864
20,9.6,15.0,4257.0,25.29838431603913
30,9.6,17.6,3520.0,20.49326898378849
40,9.6,37.3,1773.0,11.259309164526012
40,9.6,18.0,2545.0,25.4263337108111
50,9.6,19.0,2051.0,11.234130635454143
30,9.633333333333328,20.0,4055.0,22.48536346509518
40,9.66666666666667,26.0,2385.0,27.24094882052838
40,9.7,25.0,2050.0,19.395288006656884
50,9.733333333333329,18.0,1915.0,28.36190770638138
40,9.76666666666667,24.3,2905.0,28.651600721056745
50,9.8,34.1,2865.0,20.030030548066488
40,9.8,26.0,5140.0,19.475534336291368
40,9.8,30.0,2085.0,20.715866180212018
40,9.8,19.9,2815.0,19.1489122185634
30,9.8,13.0,3465.0,21.274713700107757
30,9.8,14.0,3613.0,27.70506064086361
20,9.8,34.0,2255.0,11.578133960053346
30,9.8,36.0,2171.0,13.889865071553897
20,9.8,27.5,2900.0,8.789048983180829
50,9.8,25.8,3840.0,19.53589955930728
40,9.8,29.0,3420.0,19.84824045509023
40,9.8,25.0,4654.0,24.2609433875428
40,9.8,22.4,2025.0,21.891110222123704
40,9.83333333333333,19.0,2246.0,19.586517562339697
40,9.86666666666667,16.0,2202.0,21.521772756224582
50,9.9,37.0,3021.0,19.789949467320355
50,9.93333333333333,41.5,2830.0,34.200751769073975
40,9.96666666666667,23.9,3270.0,24.82935972352421
40,10.0,16.5,2430.0,21.805331000080592
40,9.96666666666667,36.0,4274.0,17.700420147909284
20,9.93333333333333,18.0,2500.0,15.212442687236225
20,9.9,31.0,1795.0,7.401434355133842
30,9.86666666666667,16.5,1925.0,13.348935387486152
30,9.83333333333333,13.0,2202.0,20.19078925787467
50,9.8,25.0,3264.0,23.912166822037268
50,9.66666666666667,22.0,2210.0,25.96670147071518
30,9.533333333333328,28.1,2350.0,26.49327296866013
40,9.4,16.0,2965.0,27.252383521876677
50,9.26666666666667,23.0,2265.0,35.342617861864824
30,9.133333333333328,17.5,2075.0,17.59952128425777
50,9.0,22.0,1649.0,15.809579978368925
50,8.88333333333333,27.0,3102.0,22.79430644279985
40,8.76666666666667,22.3,2464.0,19.662494283779512
40,8.65,27.0,2965.0,25.80579866902934
40,8.53333333333333,24.0,2815.0,16.849083595486437
30,8.41666666666667,14.0,4257.0,21.601680749838863
10,8.3,30.7,3425.0,5.410721576201867
20,8.18333333333333,19.0,2135.0,18.30661703765662
30,8.06666666666667,30.7,3205.0,16.106079060223088
50,7.95,21.0,2790.0,26.98681574600163
50,7.8333333333333295,25.0,2135.0,28.442734655656547
40,7.71666666666667,44.6,4080.0,20.237483450395764
40,7.599999999999999,25.0,1937.0,16.272254278476083
40,7.383333333333329,14.0,2950.0,33.36452985250729
40,7.16666666666667,17.5,2901.0,25.54083028151912
40,6.95,32.2,3169.0,22.229985067914203
40,6.73333333333333,34.7,2246.0,16.204118909071756
50,6.51666666666667,27.2,3410.0,21.15629623221016
40,6.3,30.0,2639.0,26.412987752041474
40,6.28333333333333,25.0,3520.0,17.94972739282853
20,6.26666666666667,30.7,3955.0,22.703516433663328
20,6.25,33.5,2678.0,19.328915843204477
20,6.23333333333333,16.0,2188.0,14.53533335164871
40,6.21666666666667,21.0,2945.0,20.582738923353197
50,6.2,24.0,3329.0,19.702315833999734
40,6.03333333333333,25.0,4456.0,23.084320244995435
40,5.86666666666667,24.0,2865.0,27.393998589209623
40,5.7,21.5,2171.0,18.70787833855904
40,5.53333333333333,26.4,4294.0,18.69998380065421
30,5.36666666666667,24.5,3139.0,7.144026534229315
40,5.2,23.9,3445.0,25.657364341424675
50,4.95,19.2,3504.0,15.503833765167816
30,4.7,30.0,2500.0,18.913294245887457
40,4.45,23.0,1980.0,13.40265113962578
10,4.2,27.2,3193.0,11.326198900797246
20,3.95,20.5,2120.0,12.377920402641656
40,3.7,34.0,1613.0,18.83460969389243
40,3.85,21.5,2003.0,19.37872281117705
40,4.0,14.0,2145.0,21.866053372674713
50,4.15,19.0,2372.0,25.38168204813245
50,4.3,18.0,4456.0,30.242868862341695
40,4.45,14.0,4382.0,37.06790776219651
40,4.6,34.7,2634.0,22.66099608932018
40,4.85,17.5,3169.0,25.546859886641393
40,5.1,26.8,4060.0,24.73182577390127
30,5.35,24.0,2595.0,22.725074520251834
20,5.6,23.0,4440.0,26.371361000208708
20,5.85,29.0,2120.0,15.312636508515443
30,6.1,31.0,3520.0,19.647561347334772
50,6.2,44.0,4096.0,18.612916474844994
40,6.3,32.1,2230.0,22.19106350155131
40,6.4,29.0,3169.0,22.69520586421224
40,6.5,18.0,3632.0,21.69752751178902
50,6.6,37.0,3785.0,22.378871617676555
40,6.7,17.0,3574.0,24.85077660281121
40,6.8,28.4,3880.0,27.510898776627894
50,6.9,17.5,3830.0,36.81708616488479
50,7.0,19.0,4312.0,35.45099727360195
40,7.1,23.0,2330.0,29.148055713016415
30,7.2,24.5,4220.0,23.994764225902024
10,7.3,11.0,1835.0,9.157409081379603
20,7.3,31.6,2950.0,10.504045700642779
30,7.3,27.9,3270.0,15.704400726766949
50,7.3,13.0,2800.0,39.216490586721775
50,7.3,27.2,2990.0,18.042803299147437
40,7.3,24.0,4215.0,18.727995295604465
50,7.3,24.0,2205.0,21.527967469783746
40,7.28333333333333,14.5,2035.0,22.473752426147943
40,7.26666666666667,33.5,4657.0,30.06705778397947
40,7.25,22.0,2228.0,9.041461205889892
40,7.233333333333332,31.0,2430.0,13.405794455779487
50,7.21666666666667,19.2,3265.0,27.16287991402915
50,7.2,15.0,2556.0,27.049564883865088
20,7.16666666666667,22.0,4082.0,25.579355133930584
20,7.133333333333329,17.7,2215.0,14.482516676196106
20,7.1,11.0,3336.0,22.95736618766314
20,7.06666666666667,13.0,2278.0,16.8107610674695
40,7.03333333333333,13.0,2890.0,26.233029781067728
50,7.0,24.0,3439.0,29.19688712856387
50,6.75,14.0,3840.0,28.644840242478278
40,6.5,35.7,3399.0,20.04271381255043
50,6.25,14.0,2065.0,17.014214557866296
30,6.0,37.0,3436.0,17.512122888431843
40,5.75,26.6,2391.0,9.627981454434295
40,5.5,44.6,2003.0,15.54401904519105
40,5.03333333333333,21.0,3907.0,19.759911352142083
40,4.56666666666667,25.0,2745.0,16.94232039449259
50,4.1,14.0,2904.0,20.313740178537657
50,3.6333333333333298,20.6,2795.0,27.922744383299825
30,3.16666666666667,28.0,2155.0,16.53466718078954
20,2.7,13.0,3988.0,25.63768914733673
20,2.55,32.2,2051.0,9.42117166200382
20,2.4,29.0,4215.0,8.40309236867732
50,2.25,32.4,3651.0,24.75541233612449
40,2.1,17.6,3465.0,24.25088325557305
50,1.95,11.0,2984.0,30.05433948594542
50,1.8,26.0,3035.0,24.0132573753632
40,2.06666666666667,29.8,3121.0,26.675725263866422
40,2.3333333333333295,34.2,2635.0,22.257124484476893
40,2.6,39.0,3651.0,18.976099278751708
40,2.86666666666667,15.0,2246.0,18.973388899351022
30,3.13333333333333,16.9,1955.0,19.404459483591733
20,3.4,21.0,2515.0,12.88256928623866
20,3.2333333333333294,31.9,2160.0,11.96286256890384
30,3.06666666666667,16.5,2200.0,14.559111434592953
40,2.9,18.0,2370.0,16.36604432235349
40,2.7333333333333294,25.5,2605.0,18.191925163863075
50,2.56666666666667,15.0,2108.0,34.71994226692616
30,2.4,15.5,2003.0,8.8690831821511
40,2.45,12.0,2100.0,20.089318123523725
50,2.5,13.0,2830.0,35.3956116471558
40,2.55,32.1,3140.0,25.038277318291613
50,2.6,26.0,4997.0,22.63313573242752
40,2.65,26.5,2660.0,19.2391451998509
40,2.7,19.0,1985.0,27.901995639257848
40,2.7666666666666706,32.0,2391.0,21.819356871060595
20,2.8333333333333295,13.0,3353.0,24.055521360404263
20,2.9,13.0,2634.0,18.045173671650353
30,2.9666666666666694,13.0,4699.0,23.524142119730687
20,3.03333333333333,25.4,2870.0,17.73576302686139
50,3.1,19.2,3892.0,35.51634206618824
40,3.0833333333333295,26.5,3160.0,28.001247053122416
40,3.06666666666667,34.0,4140.0,24.18782659098753
40,3.05,23.8,2370.0,22.96039373510331
40,3.03333333333333,24.3,2587.0,19.69152099650574
40,3.0166666666666706,27.9,2372.0,29.695464091225837
50,3.0,18.0,1834.0,28.419916105896498
50,3.06666666666667,18.1,2914.0,33.3981885753539
40,3.13333333333333,27.0,2065.0,24.004153172288245
20,3.2,18.0,1925.0,9.059053150398459
20,3.2666666666666706,21.0,4098.0,16.57502243184815
20,3.3333333333333295,23.0,4425.0,20.282913638676682
30,3.4,21.6,4215.0,31.191840129977162
50,3.36666666666667,35.0,2144.0,23.347603040107966
50,3.3333333333333295,24.0,4060.0,28.844881118001116
40,3.3,22.0,4657.0,30.47929954355967
50,3.2666666666666706,17.0,2189.0,27.81117993398937
40,3.2333333333333294,20.2,4129.0,30.951244432885424
40,3.2,13.0,2620.0,23.246521597366872
40,3.31666666666667,18.1,2158.0,28.574376671456733
40,3.43333333333333,17.0,2300.0,19.59113558983485
40,3.55,17.0,2694.0,19.665858031035484
50,3.6666666666666705,31.0,2800.0,22.37714095622533
40,3.7833333333333297,32.0,2945.0,21.748921318230245
20,3.9,33.8,3880.0,8.055418756816426
20,3.95,26.0,1985.0,12.042502143375625
20,4.0,27.2,2155.0,17.58556409276531
30,4.05,20.0,4077.0,27.02053761216214
50,4.1,16.0,2515.0,32.595227208465005
40,4.15,30.0,2725.0,17.643323803271937
50,4.2,37.2,3820.0,28.07987886582761
40,4.25,19.4,2506.0,22.348646832444622
50,4.3,25.4,2110.0,22.089336540805988
40,4.35,18.0,2050.0,23.088681959288056
40,4.4,36.1,3620.0,16.387521046886818
20,4.45,31.5,1975.0,11.629618043903157
30,4.5,19.0,3630.0,20.848343342965705
20,4.46666666666667,18.0,2205.0,14.832565988555794
20,4.43333333333333,24.0,2219.0,5.414447078757797
50,4.4,17.0,2807.0,19.75060307262426
40,4.36666666666667,17.7,2300.0,18.246902101465587
40,4.3333333333333295,26.0,2585.0,26.279370128756955
40,4.3,19.1,3160.0,32.311713814799575
40,4.35,16.0,1985.0,13.670201160692685
40,4.4,24.0,3605.0,36.55346543534569
40,4.45,18.0,1800.0,24.886262169922347
50,4.5,30.0,3336.0,25.917749837199153
50,4.55,14.0,2202.0,24.871533561519485
20,4.6,37.2,4440.0,20.022854948356418
20,4.65,14.0,3399.0,18.37078729621595
20,4.7,24.3,4055.0,11.673339356415173
30,4.75,19.0,2635.0,19.13180607614623
40,4.8,16.0,2019.0,19.7781572075206
40,4.85,14.0,2904.0,33.5635942456172
50,4.9,37.7,2490.0,16.93111264584556
40,4.96666666666667,16.0,4141.0,32.49525316195451
40,5.03333333333333,25.0,4499.0,20.00113378532144
40,5.1,24.0,2790.0,19.404536885621596
40,5.16666666666667,13.0,4190.0,20.130791027542326
40,5.23333333333333,15.5,3439.0,23.606062949107823
40,5.3,26.0,2075.0,28.03363761493992
20,5.4,23.2,2408.0,11.809168238668557
20,5.5,23.9,3415.0,13.572796064155073
30,5.6,26.8,2795.0,17.402261653717936
40,5.7,27.0,2511.0,18.387289673522847
40,5.8,27.0,1825.0,28.67837394984194
40,5.9,31.8,3755.0,21.766798189996873
40,6.05,19.0,4638.0,28.07386637861815
40,6.2,23.9,2278.0,26.771761902477188
40,6.35,23.0,3282.0,22.272107526421717
50,6.5,20.6,2220.0,22.51771633754983
40,6.65,13.0,2045.0,9.6844588223213
40,6.8,16.5,3672.0,13.086722519745383
30,6.9,29.0,2464.0,17.13455904125738
20,7.0,24.0,2585.0,13.252769486576435
20,7.1,13.0,2051.0,21.45122662279394
10,7.2,29.5,2372.0,9.828229335442273
60,7.3,30.0,2075.0,33.30070362850425
40,7.4,39.1,4997.0,14.260964482549568
40,7.5,23.5,3735.0,25.52116842323646
50,7.599999999999999,32.8,2833.0,25.766119968176085
40,7.7,24.0,2375.0,24.030648430421607
40,7.8,33.0,3605.0,12.172834518023995
40,7.9,18.6,3360.0,26.705740945372966
40,8.0,15.0,2100.0,26.074927815087115
50,8.05,18.2,4422.0,33.32726838817517
20,8.099999999999998,14.0,1649.0,18.879213858436387
30,8.15,16.5,1970.0,11.09450346650031
20,8.199999999999998,29.0,4278.0,15.786942488376269
20,8.25,28.0,3003.0,13.993305977437323
40,8.3,20.5,3360.0,26.71049723200922
50,8.3,27.0,2254.0,31.01639012882813
40,8.3,15.5,4499.0,29.953497008163346
40,8.3,15.0,4997.0,29.525886101791222
50,8.3,15.0,2945.0,26.409216991230515
50,8.3,22.0,4060.0,29.946903030636665
30,8.3,30.0,3102.0,18.720575686030138
40,8.33333333333333,16.9,1995.0,28.307696686751587
30,8.36666666666667,30.0,4141.0,21.380682339748983
20,8.4,27.0,2945.0,16.58598448340525
20,8.43333333333333,16.0,4257.0,12.899129085960606
30,8.46666666666667,12.0,1836.0,23.23001145315743
40,8.5,12.0,5140.0,42.137439050633056
50,8.51666666666667,25.4,1965.0,27.55783295165752
40,8.53333333333333,36.0,2933.0,18.2697416530762
40,8.55,17.5,2640.0,36.40217237131537
50,8.56666666666667,26.0,2108.0,24.239527591702153
60,8.58333333333333,24.0,2660.0,26.750755561796645
70,8.599999999999998,15.5,2670.0,39.37534327729724
60,8.63333333333333,17.0,2615.0,31.680886868260004
70,8.66666666666667,38.0,4498.0,32.94182822675794
70,8.699999999999998,34.2,3821.0,36.35455893138668
70,8.733333333333329,21.0,2740.0,27.280710287912413
50,8.76666666666667,13.0,3955.0,38.860294657738336
70,8.8,31.0,3003.0,29.63779245708576
80,8.83333333333333,22.0,3430.0,36.323026587269865
110,8.86666666666667,39.4,3777.0,49.30925498316891
80,8.9,24.5,3302.0,42.90975860638681
90,8.93333333333333,28.0,3535.0,39.07683515482114
80,8.96666666666667,33.0,1915.0,33.21341110745185
80,9.0,33.7,3892.0,28.132409000427153
70,9.0,15.5,2875.0,26.372283946427494
80,9.0,27.0,1835.0,37.6977405115726
90,9.0,31.0,1825.0,38.45973825063918
100,9.0,22.0,2833.0,46.000267224580355
110,9.0,19.2,2125.0,45.765035422857814
90,9.0,15.0,1965.0,43.27758385733454
80,9.01666666666667,31.0,2051.0,31.507617843236616
70,9.033333333333328,26.4,1836.0,35.016092438237266
60,9.05,18.0,4165.0,38.12220731652379
80,9.06666666666667,14.0,2434.0,45.15528341603461
80,9.08333333333333,44.0,4141.0,48.43774857729174
80,9.1,20.6,2219.0,39.54543606229353
90,9.1,30.0,1755.0,27.95143098338752
80,9.1,18.1,1825.0,27.400008814123506
90,9.1,19.2,2130.0,37.24947256203126
80,9.1,38.0,2634.0,32.7549410595176
60,9.1,21.0,4502.0,33.70428679978401
70,9.1,17.5,3525.0,37.187569241500675
70,9.08333333333333,29.0,4385.0,31.854067368974135
70,9.06666666666667,18.0,1613.0,28.02429743469659
80,9.05,27.0,1836.0,34.41738076703583
80,9.033333333333328,20.6,4154.0,38.53225571037084
50,9.01666666666667,15.0,2045.0,26.33946629323808
50,9.0,38.1,2045.0,15.947660619207866
60,9.01666666666667,29.0,3735.0,40.454074696242124
50,9.033333333333328,39.1,1955.0,15.457227001249892
80,9.05,21.0,2264.0,40.31115315125081
60,9.06666666666667,15.5,3205.0,36.40558746586006
50,9.08333333333333,14.0,3210.0,25.85907501542743
50,9.1,18.0,4054.0,28.167813878299697
40,9.1,30.0,4215.0,36.295733116810894
40,9.1,32.0,3785.0,22.842297475617908
40,9.1,32.7,2875.0,17.13773799795719
40,9.1,30.0,2990.0,19.635031519447548
50,9.1,24.0,2950.0,19.918244176562013
40,9.1,25.0,3520.0,18.10120019534326
40,9.05,33.5,3785.0,23.316975763396254
30,9.0,13.0,2020.0,16.923500709993434
20,8.949999999999998,15.0,3955.0,19.128440552636498
20,8.9,27.9,3329.0,14.709157633747054
50,8.849999999999998,25.0,3574.0,24.851442895499805
40,8.8,20.6,2672.0,22.13068713524619
40,8.83333333333333,23.0,1985.0,13.004228389294308
40,8.86666666666667,14.0,1990.0,20.352903602170763
50,8.9,18.0,1975.0,31.179895220668925
50,8.93333333333333,13.0,4312.0,32.56982180275862
50,8.96666666666667,16.0,2110.0,21.393631679944072
30,9.0,29.0,2984.0,11.283800630499055
40,9.01666666666667,26.0,2372.0,21.463138766046146
40,9.033333333333328,15.0,2370.0,11.565058446554005
40,9.05,15.5,2126.0,14.062834206086912
50,9.06666666666667,29.8,4140.0,24.346814636029098
20,9.08333333333333,20.2,2648.0,7.963976107189455
30,9.1,22.0,2930.0,18.294677601807244
20,9.033333333333328,33.7,1875.0,12.61189826378529
30,8.96666666666667,31.0,3012.0,6.324450128970268
40,8.9,19.4,4380.0,19.546589493277217
40,8.83333333333333,15.0,4425.0,27.118789077486927
50,8.76666666666667,37.0,3425.0,21.11156308953192
40,8.699999999999998,15.5,3160.0,26.758902392381145
50,8.66666666666667,19.0,2605.0,21.89627073413403
40,8.63333333333333,13.0,4154.0,26.55439631671969
40,8.599999999999998,9.0,4278.0,35.319527721644356
50,8.56666666666667,27.2,1955.0,23.27918901717722
30,8.53333333333333,18.5,3250.0,26.99720754140559
40,8.5,23.0,1800.0,24.1275024827591
40,8.46666666666667,39.1,4385.0,23.677362011420517
50,8.43333333333333,18.5,2855.0,28.715491896611727
40,8.4,31.0,4464.0,17.526447458857803
50,8.36666666666667,23.0,4380.0,27.33035927817408
30,8.33333333333333,18.0,4209.0,15.233148458396489
20,8.3,20.0,2420.0,19.356347907436856
20,8.33333333333333,33.5,3672.0,12.344004047830143
20,8.36666666666667,13.0,2395.0,18.131460423345082
40,8.4,27.0,1836.0,21.4493041488336
40,8.43333333333333,19.0,2694.0,38.2693918569487
50,8.46666666666667,24.0,2420.0,26.996789232553837
50,8.5,11.0,2100.0,26.42927350989646
40,8.51666666666667,18.0,2745.0,23.104160465217873
40,8.53333333333333,24.0,1760.0,26.466370092699393
60,8.55,27.2,3735.0,28.0447774410026
50,8.56666666666667,36.4,2124.0,15.186848406229839
40,8.58333333333333,24.0,2220.0,16.454499483634564
50,8.599999999999998,26.0,4278.0,23.280579895325648
50,8.58333333333333,16.0,3777.0,31.149723681420447
40,8.56666666666667,30.9,2150.0,16.288154439406227
30,8.55,18.0,2372.0,15.231656805371422
30,8.53333333333333,14.0,2145.0,22.6380993476064
60,8.51666666666667,27.0,2074.0,30.536325511638005
50,8.5,38.0,2405.0,26.505260512261046
40,8.5,22.0,3139.0,22.649721433774292
40,8.5,34.1,3609.0,17.5827813661922
100,8.5,27.0,3940.0,39.88908301080748
60,8.5,37.3,2950.0,30.438043304864824
50,8.5,14.0,3265.0,43.012521987192734
40,8.5,14.0,4425.0,25.590646980478997
50,8.51666666666667,16.0,1940.0,29.016843700463692
40,8.53333333333333,37.0,2155.0,11.900987401863976
50,8.55,12.0,4055.0,35.69657537193726
180,8.56666666666667,34.7,2226.0,74.41695972797702
100,8.58333333333333,36.0,3039.0,46.40670835927287
80,8.599999999999998,18.0,2572.0,34.63941470954908
200,8.3,20.0,2278.0,80.60074065696995
80,8.0,32.0,4278.0,31.76557394978928
70,7.7,23.8,3725.0,25.67668679525264
80,7.4,12.0,2065.0,43.84871349137631
70,7.1,31.6,3672.0,33.68587678375396
90,6.8,14.0,3613.0,50.36908824871985
220,6.73333333333333,27.5,3459.0,90.50265913908673
430,6.66666666666667,10.0,2171.0,182.04788509141758
400,6.6,20.2,2984.0,167.3203865501347
410,6.53333333333333,11.0,2905.0,175.23624113602756
420,6.46666666666667,22.0,2525.0,167.412572852511
420,6.4,14.0,2910.0,175.51754843490352
140,6.41666666666667,33.0,3282.0,62.07005974471242
130,6.43333333333333,26.0,3897.0,55.53000923856094
130,6.45,14.0,4363.0,69.9979335079272
440,6.46666666666667,14.0,2635.0,178.49139291798826
320,6.48333333333333,15.5,1795.0,133.32617491127633
400,6.5,43.1,3436.0,155.10982514207586
230,6.46666666666667,19.0,3530.0,101.00742777571104
130,6.43333333333333,27.2,1836.0,45.880672695595166
100,6.4,18.0,2223.0,48.2186330760571
100,6.36666666666667,15.0,3003.0,63.516249225461465
110,6.3333333333333295,26.5,2694.0,56.661646129244026
110,6.3,18.0,2868.0,52.72664968540554
120,6.25,24.5,2130.0,43.82400576367313
100,6.2,19.4,2905.0,52.05262865837989
160,6.15,18.0,3940.0,80.27644311653894
510,6.1,34.5,3755.0,211.55731748048734
450,6.05,37.0,3781.0,179.7872069027216
670,6.0,24.5,3265.0,274.10506926680046
660,5.9,12.0,2789.0,270.6755228352063
630,5.8,14.0,4425.0,269.3217685715367
610,5.7,22.0,2945.0,246.85056806950507
590,5.6,23.0,3250.0,245.13319619658114
260,5.5,27.5,2930.0,109.01310086617254
120,5.4,14.0,2125.0,47.47893176345691
250,5.25,28.8,4502.0,108.63832591590707
400,5.1,26.6,2375.0,158.8875532282272
120,4.95,19.8,3102.0,58.04690954065911
120,4.8,36.1,2875.0,50.53802252758051
190,4.65,15.0,3988.0,89.058244184503
670,4.5,36.1,2155.0,265.538273659129
780,4.2,34.0,2395.0,312.27580408897705
620,3.9,32.4,2385.0,244.49886939631432
210,3.6,24.0,3574.0,86.23428414795441
110,3.3,14.0,2735.0,62.49017545379443
100,3.0,22.3,2910.0,51.86118306921205
90,2.7,31.0,4464.0,39.688040088830434
90,2.7333333333333294,14.0,4746.0,55.270749111768595
100,2.7666666666666706,26.0,2300.0,50.92785718165199
100,2.8,30.5,2515.0,53.259497700152956
